algorithm_id	artifact_id	artifact_revision	artifact_sha256	backend	canonical_v1_model_id	capabilities	class_name	default_params	environment	evidence_class	evidence_revision	execution_kind	execution_path	execution_surface	family	implementation_id	library	license	model_id	notes	package	priority	provider_script	repo_id	revision	routability	runtime_certified	runtime_status	source_alias	source_kind	source_revision	source_version	surface	task	variant_id
wavenet					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_intrinsic"", ""trainer_lightning""]"	WaveNetEstimator			SOURCE_DECLARED				gluonts_p6_provider	cnn	gluonts-torch-wavenet	gluonts		gluonts-torch-wavenet	source_path=src/gluonts/torch/model/wavenet/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.wavenet	gluonts_p6_registry			expanded_v2		
dlinear					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_intrinsic"", ""trainer_lightning""]"	DLinearEstimator			SOURCE_DECLARED				gluonts_p6_provider	linear	gluonts-torch-dlinear	gluonts		gluonts-torch-dlinear	source_path=src/gluonts/torch/model/d_linear/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.d_linear	gluonts_p6_registry			expanded_v2		
patchtst					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_intrinsic"", ""trainer_lightning""]"	PatchTSTEstimator			SOURCE_DECLARED				gluonts_p6_provider	transformer	gluonts-torch-patchtst	gluonts		gluonts-torch-patchtst	source_path=src/gluonts/torch/model/patch_tst/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.patch_tst	gluonts_p6_registry			expanded_v2		
lagtst					gluonts-deepar	"[""position_series"", ""fit"", ""predict"", ""save_reload_contract"", ""cpu_p6_contract"", ""distribution_intrinsic"", ""trainer_lightning""]"	LagTSTEstimator			SOURCE_DECLARED				gluonts_p6_provider	transformer	gluonts-torch-lagtst	gluonts		gluonts-torch-lagtst	source_path=src/gluonts/torch/model/lag_tst/estimator.py; official_source_tags=v0.16.3,v0.17.0; P6 device policy=cpu; exogenous/multivariate/GPU support is not certified by this inventory; runtime certification is separate						UNKNOWN	False	NOT_RUN	gluonts.torch.model.lag_tst	gluonts_p6_registry			expanded_v2		
recursive-ridge					skforecast-recursive	"[""position_series"", ""exogenous""]"	ForecasterRecursive			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	recursive_regression	skforecast-recursive-ridge	skforecast		skforecast-recursive-ridge							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	sklearn.linear_model.Ridge	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
recursive-hist-gradient-boosting					skforecast-recursive	"[""position_series"", ""exogenous""]"	ForecasterRecursive			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	recursive_tree_boosting	skforecast-recursive-histgb	skforecast		skforecast-recursive-histgb							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	sklearn.ensemble.HistGradientBoostingRegressor	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
recursive-lightgbm					skforecast-recursive	"[""position_series"", ""exogenous""]"	ForecasterRecursive			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	recursive_external_boosting	skforecast-recursive-lightgbm	skforecast		skforecast-recursive-lightgbm							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	lightgbm.LGBMRegressor	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
recursive-xgboost					skforecast-recursive	"[""position_series"", ""exogenous""]"	ForecasterRecursive			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	recursive_external_boosting	skforecast-recursive-xgboost	skforecast		skforecast-recursive-xgboost							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	xgboost.XGBRegressor	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
recursive-catboost					skforecast-recursive	"[""position_series"", ""exogenous""]"	ForecasterRecursive			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	recursive_external_boosting	skforecast-recursive-catboost	skforecast		skforecast-recursive-catboost							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	catboost.CatBoostRegressor	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
recursive-classifier-logistic					skforecast-recursive	"[""position_series"", ""exogenous_source_declared"", ""classification""]"	ForecasterRecursiveClassifier			SOURCE_DECLARED				expanded_inventory	recursive_classifier	skforecast-recursive-classifier-logistic	skforecast		skforecast-recursive-classifier-logistic	source-declared ForecasterRecursiveClassifier strategy with a reviewed representative sklearn classifier binding; construction/prediction NOT_RUN						NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	sklearn.linear_model.LogisticRegression	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
direct-ridge					skforecast-recursive	"[""position_series"", ""exogenous""]"	ForecasterDirect			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	direct_regression	skforecast-direct-ridge	skforecast		skforecast-direct-ridge							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	sklearn.linear_model.Ridge	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
recursive-multiseries-ridge					skforecast-recursive	"[""multi_series"", ""exogenous""]"	ForecasterRecursiveMultiSeries			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	multi_series	skforecast-recursive-multiseries-ridge	skforecast		skforecast-recursive-multiseries-ridge							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	sklearn.linear_model.Ridge	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
direct-multivariate-ridge					skforecast-recursive	"[""multivariate"", ""exogenous""]"	ForecasterDirectMultiVariate			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	multivariate_direct	skforecast-direct-multivariate-ridge	skforecast		skforecast-direct-multivariate-ridge							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	sklearn.linear_model.Ridge	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
equivalent-date					skforecast-recursive	"[""position_series"", ""baseline""]"	ForecasterEquivalentDate			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	baseline	skforecast-equivalent-date	skforecast		skforecast-equivalent-date							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	ForecasterEquivalentDate	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
arar					skforecast-recursive	"[""position_series"", ""statistical""]"	ForecasterStats			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	statistical_wrapper	skforecast-stats-arar	skforecast		skforecast-stats-arar							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	skforecast.stats.Arar	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
arima					skforecast-recursive	"[""position_series"", ""statistical""]"	ForecasterStats			SOURCE_DECLARED				expanded_inventory	statistical_wrapper	skforecast-stats-arima	skforecast		skforecast-stats-arima							NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	skforecast.stats.Arima	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
ets					skforecast-recursive	"[""position_series"", ""statistical""]"	ForecasterStats			SOURCE_DECLARED				expanded_inventory	statistical_wrapper	skforecast-stats-ets	skforecast		skforecast-stats-ets							NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	skforecast.stats.Ets	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
sarimax					skforecast-recursive	"[""position_series"", ""statistical"", ""exogenous_source_declared""]"	ForecasterStats			SOURCE_DECLARED				expanded_inventory	statistical_wrapper	skforecast-stats-sarimax	skforecast		skforecast-stats-sarimax							NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	skforecast.stats.Sarimax	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
arima					skforecast-recursive	"[""position_series"", ""statistical"", ""optional_dependency""]"	ForecasterStats			SOURCE_DECLARED				expanded_inventory	statistical_wrapper_external	skforecast-stats-sktime-arima	skforecast		skforecast-stats-sktime-arima	supported by ForecasterStats; underlying sktime dependency pin is a separate gate						NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	sktime.forecasting.ARIMA	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
arima					skforecast-recursive	"[""position_series"", ""statistical"", ""optional_dependency""]"	ForecasterStats			SOURCE_DECLARED				expanded_inventory	statistical_wrapper_external	skforecast-stats-aeon-arima	skforecast		skforecast-stats-aeon-arima	supported by ForecasterStats; underlying aeon dependency pin is a separate gate						NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	aeon.forecasting.stats.ARIMA	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
ets					skforecast-recursive	"[""position_series"", ""statistical"", ""optional_dependency""]"	ForecasterStats			SOURCE_DECLARED				expanded_inventory	statistical_wrapper_external	skforecast-stats-aeon-ets	skforecast		skforecast-stats-aeon-ets	supported by ForecasterStats; underlying aeon dependency pin is a separate gate						NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	aeon.forecasting.stats.ETS	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
lstm					skforecast-recursive	"[""position_series"", ""gpu"", ""cpu_fallback""]"	ForecasterRnn			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	rnn	skforecast-rnn-lstm	skforecast		skforecast-rnn-lstm							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	LSTM	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
gru					skforecast-recursive	"[""position_series"", ""gpu""]"	ForecasterRnn			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	rnn	skforecast-rnn-gru	skforecast		skforecast-rnn-gru							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	GRU	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
chronos-2					skforecast-recursive	"[""position_series"", ""foundation"", ""exogenous_source_declared"", ""probabilistic""]"	ForecasterFoundation			SOURCE_DECLARED				expanded_inventory	foundation	skforecast-foundation-chronos2-amazon	skforecast		skforecast-foundation-chronos2-amazon							NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	amazon/chronos-2	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
chronos-2					skforecast-recursive	"[""position_series"", ""foundation"", ""exogenous"", ""probabilistic"", ""gpu"", ""cpu_fallback""]"	ForecasterFoundation			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	foundation	skforecast-foundation-chronos2-small	skforecast		skforecast-foundation-chronos2-small							NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	autogluon/chronos-2-small	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
chronos-2					skforecast-recursive	"[""position_series"", ""foundation"", ""exogenous_source_declared"", ""probabilistic""]"	ForecasterFoundation			SOURCE_DECLARED				expanded_inventory	foundation	skforecast-foundation-chronos2-synth	skforecast		skforecast-foundation-chronos2-synth							NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	autogluon/chronos-2-synth	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
timesfm-2.5					skforecast-recursive	"[""position_series"", ""foundation"", ""probabilistic"", ""gpu"", ""cpu_fallback""]"	ForecasterFoundation			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	foundation	skforecast-foundation-timesfm25	skforecast		skforecast-foundation-timesfm25	skforecast TimesFM adapter explicitly does not support exogenous variables						NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	google/timesfm-2.5-200m-pytorch	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
moirai-2					skforecast-recursive	"[""position_series"", ""foundation"", ""probabilistic"", ""gpu"", ""cpu_fallback""]"	ForecasterFoundation			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	foundation	skforecast-foundation-moirai2	skforecast		skforecast-foundation-moirai2	runtime passed only under a controlled unsupported metadata override; normal dependency routability remains blocked						BLOCKED	False	BLOCKED_DEPENDENCY_CONFLICT	Salesforce/moirai-2.0-R-small	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
tabicl-v2	jingang/TabICL/tabicl-regressor-v2-20260212.ckpt	4dcd344ece2c00be9e831fdd35bed57b5ad83e19	0db9cb538f114e79026bf08f45f41ad8dd7ad2de2aaca9a5ca8cd3bd9748ae7a		skforecast-recursive	"[""position_series"", ""foundation"", ""exogenous"", ""probabilistic"", ""gpu"", ""cpu_fallback""]"	ForecasterFoundation			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	foundation	skforecast-foundation-tabicl-v2	skforecast		skforecast-foundation-tabicl-v2	adapter selector is soda-inria/tabicl; verified checkpoint bytes are stored under the separate jingang/TabICL artifact identity						NOT_CURRENT_MAIN_ROUTABLE	False	OPERATOR_LOCAL_PASS	soda-inria/tabicl	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
tabpfn-ts3					skforecast-recursive	"[""position_series"", ""foundation"", ""exogenous_contract_verified""]"	ForecasterFoundation			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	foundation	skforecast-foundation-tabpfn-ts3	skforecast		skforecast-foundation-tabpfn-ts3	adapter allow_exog contract passed; checkpoint download/inference did not execute						BLOCKED	False	BLOCKED_INVALID_OR_EXPIRED_TOKEN	priorlabs/tabpfn-ts	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
tfc-t0					skforecast-recursive	"[""position_series"", ""foundation"", ""exogenous_source_declared"", ""probabilistic""]"	ForecasterFoundation			OPERATOR_LOCAL_EVIDENCE	9fcc1274755dca64c46dc31a9a0f60a9ef1c4ebd			expanded_inventory	foundation	skforecast-foundation-t0	skforecast		skforecast-foundation-t0	upstream source declares exogenous support, recorded as source-declared only; T0 was not executed in the current skforecast operator sequence						NOT_CURRENT_MAIN_ROUTABLE	False	NOT_RUN	theforecastingcompany/t0-alpha	skforecast_strategy	c881d5d350426985c1c31373077b7d5b620f233d	0.23.0	expanded_v2		
												provider	scripts/run_chronos_2_provider.py						chronos-2					amazon/chronos-2	29ec3766d36d6f73f0696f85560a422f50e8498c								execution_surface		
												provider	scripts/run_chronos_bolt_provider.py						chronos-bolt-tiny					amazon/chronos-bolt-tiny	a0e552de83495b5c28c14c71c374f3e33280b340								execution_surface		
												provider	scripts/run_chronos_t5_base_provider.py						chronos-t5-base					amazon/chronos-t5-base	ad294eaacead15db499b740ea4122266dd2a81a2								execution_surface		
												provider	scripts/run_chronos_t5_provider.py						chronos-t5-small					amazon/chronos-t5-small	a971ba21945c4f1796b17a91fe69214b5f4ad472								execution_surface		
												provider	scripts/run_granite_flowstate_r1_provider.py						granite-flowstate-r1					ibm-granite/granite-timeseries-flowstate-r1	05effc6cb39ee16dce9dd0064ed1a76e4b8ff464								execution_surface		
												provider	scripts/run_granite_ttm_provider.py											ibm-granite/granite-timeseries-ttm-r2									execution_surface		
												provider	scripts/run_kronos_base_provider.py						kronos-base					NeoQuasar/Kronos-base	2b554741eca47781b64468546e77fef3e85130e6								execution_surface		
												provider	scripts/run_lag_llama_provider.py						lag-llama					time-series-foundation-models/Lag-Llama	72dcfc29da106acfe38250a60f4ae29d1e56a3d9								execution_surface		
												provider	scripts/run_moirai_provider.py											Salesforce/moirai-2.0-R-small	30f43ff08c8494f4943ae1521e9d4e94a0fbb389								execution_surface		
												provider	scripts/run_moment_1_large_provider.py						moment-1-large					AutonLab/MOMENT-1-large	ca58581bc7bea2ebed4e80dc0a3e4b8b609c6ecc								execution_surface		
												provider	scripts/run_moment_1_small_provider.py						moment-1-small					AutonLab/MOMENT-1-small	411e288267f82cce86296dbe4d6c8bc533cc162f								execution_surface		
												provider	scripts/run_sundial_provider.py											thuml/sundial-base-128m	3212e42564493f520593e5414af4367fc4b49226								execution_surface		
												provider	scripts/run_tabpfn_ts_provider.py											Prior-Labs/TabPFN-v2-reg	4972a65a1b30806315c6f92499959ffbfc69a673								execution_surface		
												provider	scripts/run_timesfm_2_5_transformers_provider.py						timesfm-2.5-transformers					google/timesfm-2.5-200m-transformers	5a9806b9b291fad9233b5249d88263f1846304d3								execution_surface		
												provider	scripts/run_timesfm_provider.py											google/timesfm-2.5-200m-pytorch									execution_surface		
												provider	scripts/run_tirex_provider.py											NX-AI/TiRex-2	05e5b26db52bfb256f1ae1bdf785589850482de3								execution_surface		
												provider	scripts/run_toto_2_0_4m_provider.py						toto-2.0-4m					Datadog/Toto-2.0-4m	8306a9801cf98c0f5ffe4b2dcc8f496e616d84d9								execution_surface		
												provider	scripts/run_toto_open_base_provider.py						toto-open-base					Datadog/Toto-Open-Base-1.0	0411ceb27bdf7fc3e4892e99edc8ad08192dc3c5								execution_surface		
